                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.79239,                0.57845,                0.95068,                0.81863,                0.82108,                0.85368,                0.51908,                0.92173,                0.56678,                0.97123,              0.0010025,              0.0010025,              0.0010025
                     12,                0.77411,                0.56425,                0.93763,                0.86055,                0.80285,                0.85446,                0.52079,                 0.9567,                 0.5607,                0.95437,             0.00097775,             0.00097775,             0.00097775
                     13,                 0.7628,                0.53378,                0.93321,                0.86464,                0.85387,                0.88831,                0.57288,                0.81854,                0.53292,                0.93597,               0.000953,               0.000953,               0.000953
                     14,                0.80059,                 0.5704,                0.95526,                0.80782,                0.85972,                0.87499,                0.59229,                0.90117,                0.54641,                0.94388,             0.00092825,             0.00092825,             0.00092825
                     15,                0.76034,                0.52737,                0.92111,                0.91395,                0.82569,                0.89818,                0.56995,                0.86983,                0.53447,                0.94369,              0.0009035,              0.0009035,              0.0009035
                     16,                0.75404,                0.52367,                0.92419,                0.80199,                0.81597,                0.81981,                0.50803,                0.91834,                0.56188,                0.95983,             0.00087875,             0.00087875,             0.00087875
                     17,                0.74021,                0.51913,                0.92409,                0.79202,                0.86969,                0.86105,                0.60243,                0.82692,                0.48955,                0.92156,               0.000854,               0.000854,               0.000854
                     18,                0.71914,                0.49224,                0.91953,                0.83334,                0.94097,                0.91015,                0.58276,                0.88202,                0.50343,                0.94035,             0.00082925,             0.00082925,             0.00082925
                     19,                0.73699,                0.50011,                0.91545,                0.78243,                0.90569,                0.89264,                 0.6258,                0.82394,                0.51159,                 0.9205,              0.0008045,              0.0008045,              0.0008045
                     20,                0.71359,                0.48216,                0.90235,                  0.873,                0.91561,                0.91004,                0.64065,                0.85777,                0.46195,                0.91229,             0.00077975,             0.00077975,             0.00077975
                     21,                0.70143,                0.47226,                0.90773,                0.77359,                0.90972,                0.89544,                0.60746,                0.81963,                0.46205,                0.92003,               0.000755,               0.000755,               0.000755
                     22,                0.69521,                0.46566,                0.91203,                0.94333,                0.83314,                0.89028,                0.61969,                 0.8011,                0.46174,                0.91719,             0.00073025,             0.00073025,             0.00073025
                     23,                0.68271,                0.46485,                0.91373,                0.91444,                0.90891,                0.90581,                0.62211,                0.81058,                0.46524,                0.92575,              0.0007055,              0.0007055,              0.0007055
                     24,                0.68786,                0.44842,                0.90305,                0.90916,                0.87049,                0.89659,                0.63088,                0.79934,                0.44355,                0.91544,             0.00068075,             0.00068075,             0.00068075
                     25,                0.67077,                0.43003,                0.89535,                0.80293,                0.87847,                0.87032,                0.58893,                0.82973,                0.47769,                0.92132,               0.000656,               0.000656,               0.000656
                     26,                0.65256,                0.42434,                0.89949,                0.90867,                0.88989,                0.93792,                0.67693,                0.78172,                0.43499,                0.90794,             0.00063125,             0.00063125,             0.00063125
                     27,                0.67402,                0.44648,                0.89786,                0.88755,                0.93804,                0.90453,                0.63989,                0.80513,                0.43206,                0.91621,              0.0006065,              0.0006065,              0.0006065
                     28,                0.66246,                0.42872,                0.88927,                0.81079,                0.89903,                0.88337,                0.62076,                0.75218,                 0.4368,                 0.9009,             0.00058175,             0.00058175,             0.00058175
                     29,                 0.6494,                0.40945,                0.88925,                 0.9054,                0.88518,                0.92201,                0.63604,                0.80382,                0.47746,                 0.9192,               0.000557,               0.000557,               0.000557
                     30,                0.64817,                0.41318,                0.89138,                0.85122,                0.94097,                0.92242,                0.64457,                0.74507,                0.42918,                0.89671,             0.00053225,             0.00053225,             0.00053225
                     31,                0.63915,                0.41135,                 0.8891,                0.78635,                0.90972,                0.84959,                0.59833,                0.76669,                0.51142,                0.89096,              0.0005075,              0.0005075,              0.0005075
                     32,                0.62984,                 0.3996,                0.88202,                0.90013,                0.94097,                0.93328,                0.65104,                0.76765,                 0.4308,                0.89826,             0.00048275,             0.00048275,             0.00048275
                     33,                0.64126,                 0.4072,                0.88224,                0.90779,                0.94097,                0.93736,                0.67584,                0.72466,                0.40873,                0.88413,               0.000458,               0.000458,               0.000458
                     34,                0.62732,                0.38686,                0.88201,                0.85937,                0.91637,                0.90654,                0.61911,                0.78045,                0.41844,                 0.9028,             0.00043325,             0.00043325,             0.00043325
                     35,                0.59972,                0.37295,                0.87178,                0.83265,                0.90972,                0.89175,                0.60702,                0.79506,                0.41495,                0.90067,              0.0004085,              0.0004085,              0.0004085
                     36,                0.61695,                0.38287,                0.88302,                 0.8345,                0.90972,                0.93074,                0.65171,                0.71341,                0.37841,                0.88862,             0.00038375,             0.00038375,             0.00038375
                     37,                0.60002,                0.36737,                0.87569,                0.91905,                0.92941,                0.93154,                0.65175,                0.75918,                0.37688,                0.88841,               0.000359,               0.000359,               0.000359
                     38,                 0.5992,                0.37329,                0.87931,                0.92033,                0.94097,                0.92881,                0.66134,                0.75312,                0.37977,                0.88489,             0.00033425,             0.00033425,             0.00033425
                     39,                0.59565,                0.36093,                0.87333,                0.88893,                0.93536,                0.96444,                0.69992,                0.71751,                0.36344,                0.87828,              0.0003095,              0.0003095,              0.0003095
                     40,                   0.59,                0.36611,                 0.8671,                0.96913,                0.94097,                0.97224,                0.68738,                0.71282,                0.35965,                 0.8849,             0.00028475,             0.00028475,             0.00028475
                     41,                0.58222,                0.35506,                0.86184,                0.93747,                0.94097,                0.93869,                0.66381,                0.73952,                0.39937,                0.89005,                0.00026,                0.00026,                0.00026
                     42,                0.56656,                0.34989,                0.85704,                0.89351,                0.90972,                0.92831,                0.67098,                0.74801,                0.38162,                0.88495,             0.00023525,             0.00023525,             0.00023525
                     43,                0.55394,                0.34062,                0.85709,                0.89341,                0.90972,                  0.933,                0.68295,                0.69624,                0.35822,                0.87245,              0.0002105,              0.0002105,              0.0002105
                     44,                0.53736,                0.33139,                0.86154,                0.87133,                0.90972,                0.91694,                0.66437,                0.72642,                0.36016,                0.87613,             0.00018575,             0.00018575,             0.00018575
                     45,                0.55463,                0.33117,                0.85976,                0.90276,                0.94097,                0.94144,                0.67985,                0.72974,                0.35548,                0.88089,               0.000161,               0.000161,               0.000161
                     46,                0.56306,                0.33648,                0.85411,                0.94565,                0.94097,                0.94473,                0.68874,                0.69922,                0.34765,                0.87451,             0.00013625,             0.00013625,             0.00013625
                     47,                0.54362,                0.32103,                0.85467,                0.91689,                0.94097,                0.95414,                0.68727,                0.71347,                0.34896,                0.88236,              0.0001115,              0.0001115,              0.0001115
                     48,                0.54046,                0.32353,                0.84934,                0.93631,                0.94097,                0.96124,                0.68958,                0.70511,                 0.3452,                0.87888,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                0.53495,                0.31669,                0.85427,                0.93001,                0.94097,                0.94623,                0.67943,                0.69526,                0.34101,                0.87392,                6.2e-05,                6.2e-05,                6.2e-05
